tag,sex,mouseid,day,object,behavior,start,end,cohort,genotype,treatment
2838,F,2838F,3,2,climbing,5:35,5:36,10,wt-LMO3,CTZ 
2838,F,2838F,3,2,climbing,7:31,7:32,10,wt-LMO3,CTZ 
2838,F,2838F,3,2,climbing,8:41,8:43,10,wt-LMO3,CTZ 
2838,F,2838F,3,2,direct sniff,2:45,2:47,10,wt-LMO3,CTZ 
2839,F,2839F,2,1,climbing,0:27,0:28,10,Rbp4-LMO3,CTZ 
2839,F,2839F,2,1,climbing,6:45,6:46,10,Rbp4-LMO3,CTZ 
2839,F,2839F,2,1,climbing,8:38,8:39,10,Rbp4-LMO3,CTZ 
2839,F,2839F,2,1,direct sniff,4:46,4:47,10,Rbp4-LMO3,CTZ 
2839,F,2839F,2,1,direct sniff,5:08,5:09,10,Rbp4-LMO3,CTZ 
2839,F,2839F,2,1,direct sniff,5:31,5:32,10,Rbp4-LMO3,CTZ 
2839,F,2839F,2,1,direct sniff,9:11,9:13,10,Rbp4-LMO3,CTZ 
2839,F,2839F,2,2,climbing,3:28,3:41,10,Rbp4-LMO3,CTZ 
2839,F,2839F,2,2,climbing,7:44,7:45,10,Rbp4-LMO3,CTZ 
2839,F,2839F,2,2,climbing,7:53,7:54,10,Rbp4-LMO3,CTZ 
2839,F,2839F,2,2,climbing,8:03,8:09,10,Rbp4-LMO3,CTZ 
2839,F,2839F,2,2,climbing,8:23,8:24,10,Rbp4-LMO3,CTZ 
2839,F,2839F,2,2,gen sniff/poke,1:41,1:42,10,Rbp4-LMO3,CTZ 
2839,F,2839F,2,2,direct sniff,3:26,3:27,10,Rbp4-LMO3,CTZ 
2839,F,2839F,3,1,climbing,0:14,0:15,10,Rbp4-LMO3,CTZ 
2839,F,2839F,3,1,climbing,3:16,3:18,10,Rbp4-LMO3,CTZ 
2839,F,2839F,3,2,climbing,1:37,1:38,10,Rbp4-LMO3,CTZ 
2839,F,2839F,3,2,climbing,2:01,2:02,10,Rbp4-LMO3,CTZ 
2839,F,2839F,3,2,climbing,3:50,3:52,10,Rbp4-LMO3,CTZ 
2839,F,2839F,3,2,climbing,3:59,4:00,10,Rbp4-LMO3,CTZ 
2839,F,2839F,3,2,climbing,6:13,6:19,10,Rbp4-LMO3,CTZ 
2839,F,2839F,3,2,climbing,6:53,6:55,10,Rbp4-LMO3,CTZ 
2839,F,2839F,3,2,climbing,6:27,6:33,10,Rbp4-LMO3,CTZ 
2839,F,2839F,3,2,gen sniff/poke,6:39,6:41,10,Rbp4-LMO3,CTZ 
3548,M,3548M,2,1,climbing,9:32,9:24,10,Rbp4-LMO3,CTZ
3548,M,3548M,2,1,direct sniff,9:35,9:36,10,Rbp4-LMO3,CTZ
3548,M,3548M,2,1,direct sniff,9:37,9:38,10,Rbp4-LMO3,CTZ
3548,M,3548M,2,2,climbing,4:18,4:20,10,Rbp4-LMO3,CTZ
3548,M,3548M,2,2,climbing,6:27,6:29,10,Rbp4-LMO3,CTZ
3548,M,3548M,2,2,climbing,6:31,6:33,10,Rbp4-LMO3,CTZ
3548,M,3548M,2,2,direct sniff,0:42,0:43,10,Rbp4-LMO3,CTZ
3548,M,3548M,2,2,direct sniff,5:43,5:44,10,Rbp4-LMO3,CTZ
3548,M,3548M,2,2,direct sniff,9:28,9:29,10,Rbp4-LMO3,CTZ
3548,M,3548M,3,2,climbing,0:22,0:23,10,Rbp4-LMO3,CTZ
3548,M,3548M,3,2,climbing,0:24,0:25,10,Rbp4-LMO3,CTZ
3548,M,3548M,3,2,climbing,1:06,1:07,10,Rbp4-LMO3,CTZ
3548,M,3548M,3,2,climbing,2:52,2:58,10,Rbp4-LMO3,CTZ
3548,M,3548M,3,2,direct sniff,1:48,1:49,10,Rbp4-LMO3,CTZ
3549,M,3549M,2,1,gen sniff/poke,5:35,5:38,10,wt-LMO3,CTZ 
3549,M,3549M,2,1,direct sniff,4:06,4:07,10,wt-LMO3,CTZ 
3549,M,3549M,2,1,direct sniff,5:06,5:07,10,wt-LMO3,CTZ 
3549,M,3549M,2,2,direct sniff,4:16,4:17,10,wt-LMO3,CTZ 
3549,M,3549M,2,2,direct sniff,4:55,4:57,10,wt-LMO3,CTZ 
3549,M,3549M,2,2,direct sniff,5:08,5:09,10,wt-LMO3,CTZ 
3549,M,3549M,3,1,direct sniff,6:45,6:46,10,wt-LMO3,CTZ 
3549,M,3549M,3,2,direct sniff,2:59,3:00,10,wt-LMO3,CTZ 
3549,M,3549M,3,2,direct sniff,4:13,4:14,10,wt-LMO3,CTZ 
3549,M,3549M,3,2,direct sniff,6:26,6:27,10,wt-LMO3,CTZ 
3549,M,3549M,3,2,direct sniff,8:18,8:19,10,wt-LMO3,CTZ 
3549,M,3549M,3,2,direct sniff,8:30,8:31,10,wt-LMO3,CTZ 
3549,M,3549M,3,2,direct sniff,8:33,8:35,10,wt-LMO3,CTZ 
3549,M,3549M,3,2,direct sniff,8:49,8:50,10,wt-LMO3,CTZ 
3550,M,3550M,2,1,climbing,3:51,3:52,10,wt-LMO3,CTZ 
3550,M,3550M,2,1,climbing,4:40,4:41,10,wt-LMO3,CTZ 
3550,M,3550M,2,2,climbing,3:14,3:17,10,wt-LMO3,CTZ 
3550,M,3550M,2,2,climbing,3:18,3:20,10,wt-LMO3,CTZ 
3550,M,3550M,2,2,climbing,4:26,4:28,10,wt-LMO3,CTZ 
3550,M,3550M,2,2,climbing,9:10,9:14,10,wt-LMO3,CTZ 
3550,M,3550M,2,2,gen sniff/poke,0:15,0:16,10,wt-LMO3,CTZ 
3550,M,3550M,3,1,climbing,0:25,0:26,10,wt-LMO3,CTZ 
3550,M,3550M,3,1,climbing,1:53,1:56,10,wt-LMO3,CTZ 
3550,M,3550M,3,1,climbing,4:34,4:36,10,wt-LMO3,CTZ 
3550,M,3550M,3,1,climbing,8:59,9:02,10,wt-LMO3,CTZ 
3550,M,3550M,3,2,climbing,1:41,1:42,10,wt-LMO3,CTZ 
3550,M,3550M,3,2,climbing,4:19,4:21,10,wt-LMO3,CTZ 
3550,M,3550M,3,2,direct sniff,1:50,1:51,10,wt-LMO3,CTZ 
3428,M,3428M ,2,1,climbing,0:00,0:00,3,wt-LMO3,CTZ
3428,M,3428M ,3,2,gen sniff/poke,0:00,0:00,3,wt-LMO3,CTZ
3429,F,3429F,2,1,climbing,0:00,0:00,3,wt-LMO3,CTZ
3429,F,3429F,2,1,gen sniff/poke,0:00,0:00,3,wt-LMO3,CTZ
3429,F,3429F,2,2,climbing,0:00,0:00,3,wt-LMO3,CTZ
3429,F,3429F,3,2,climbing,0:00,0:00,3,wt-LMO3,CTZ
3430,F,3430F,2,1,climbing,0:00,0:00,3,,
3430,F,3430F,2,1,gen sniff/poke,0:00,0:00,3,,
3430,F,3430F,2,2,climbing,0:00,0:00,,,
3430,F,3430F,2,2,gen sniff/poke,0:00,0:00,,,
3430,F,3430F,2,2,direct sniff,0:00,0:00,,,
3430,F,3430F,3,1,climbing,0:00,0:00,3,,
3430,F,3430F,3,1,gen sniff/poke,0:00,0:00,3,,
3430,F,3430F,3,2,climbing,0:00,0:00,3,,
3430,F,3430F,3,2,gen sniff/poke,0:00,0:00,3,,
3432,M,3432M,2,1,gen sniff/poke,0:00,0:00,4,Rbp4-LMO3,CTZ
3432,M,3432M,2,2,climbing,0:00,0:00,4,Rbp4-LMO3,CTZ
3432,M,3432M,2,2,gen sniff/poke,0:00,0:00,4,Rbp4-LMO3,CTZ
3432,M,3432M,3,1,climbing,0:00,0:00,4,Rbp4-LMO3,CTZ
3432,M,3432M,3,2,climbing,0:00,0:00,4,Rbp4-LMO3,CTZ
3432,M,3432M,3,2,gen sniff/poke,0:00,0:00,4,Rbp4-LMO3,CTZ
3434,M,3434M ,2,1,climbing,0:00,0:00,4,wt-LMO3,CTZ
3434,M,3434M ,2,1,gen sniff/poke,0:00,0:00,4,wt-LMO3,CTZ
3434,M,3434M ,2,2,climbing,0:00,0:00,4,wt-LMO3,CTZ
3434,M,3434M ,3,1,gen sniff/poke,0:00,0:00,4,wt-LMO3,CTZ
3435,M,3435M ,2,1,climbing,0:00,0:00,4,Rbp4-LMO3,CTZ
3435,M,3435M ,2,1,gen sniff/poke,0:00,0:00,4,Rbp4-LMO3,CTZ
3435,M,3435M ,2,2,climbing,0:00,0:00,4,Rbp4-LMO3,CTZ
3435,M,3435M ,2,2,gen sniff/poke,0:00,0:00,4,Rbp4-LMO3,CTZ
3435,M,3435M ,3,1,climbing,0:00,0:00,,Rbp4-LMO3,CTZ
3435,M,3435M ,3,1,gen sniff/poke,0:00,0:00,,Rbp4-LMO3,CTZ
3435,M,3435M ,3,1,direct sniff,0:00,0:00,,Rbp4-LMO3,CTZ
3435,M,3435M ,3,2,climbing,0:00,0:00,4,Rbp4-LMO3,CTZ
3435,M,3435M ,3,2,gen sniff/poke,0:00,0:00,4,Rbp4-LMO3,CTZ
3436,M,3436M,2,1,direct sniff,0:00,0:00,4,wt-LMO3,CTZ
3436,M,3436M,2,2,direct sniff,0:00,0:00,4,wt-LMO3,CTZ
3437,F,3437F,2,1,climbing,0:00,0:00,4,Rbp4-LMO3,CTZ
3437,F,3437F,2,1,direct sniff,0:00,0:00,4,Rbp4-LMO3,CTZ
3437,F,3437F,2,2,climbing,0:00,0:00,4,Rbp4-LMO3,CTZ
3437,F,3437F,2,2,gen sniff/poke,0:00,0:00,4,Rbp4-LMO3,CTZ
3437,F,3437F,3,1,climbing,0:00,0:00,4,Rbp4-LMO3,CTZ
3437,F,3437F,3,1,gen sniff/poke,0:00,0:00,4,Rbp4-LMO3,CTZ
3437,F,3437F,3,2,climbing,0:00,0:00,4,Rbp4-LMO3,CTZ
3437,F,3437F,3,2,gen sniff/poke,0:00,0:00,4,Rbp4-LMO3,CTZ
3438,F,3438F,2,1,climbing,0:00,0:00,4,wt-LMO3,CTZ
3438,F,3438F,2,1,gen sniff/poke,0:00,0:00,4,wt-LMO3,CTZ
3438,F,3438F,2,2,climbing,0:00,0:00,4,wt-LMO3,CTZ
3438,F,3438F,2,2,gen sniff/poke,0:00,0:00,4,wt-LMO3,CTZ
3438,F,3438F,3,1,climbing,0:00,0:00,4,wt-LMO3,CTZ
3438,F,3438F,3,1,gen sniff/poke,0:00,0:00,4,wt-LMO3,CTZ
3438,F,3438F,3,2,climbing,0:00,0:00,4,wt-LMO3,CTZ
3438,F,3438F,3,2,gen sniff/poke,0:00,0:00,4,wt-LMO3,CTZ
3439,F,3439F,2,1,climbing,0:00,0:00,4,Rbp4-LMO3,CTZ
3439,F,3439F,2,2,climbing,0:00,0:00,,Rbp4-LMO3,CTZ
3439,F,3439F,2,2,gen sniff/poke,0:00,0:00,,Rbp4-LMO3,CTZ
3439,F,3439F,2,2,direct sniff,0:00,0:00,,Rbp4-LMO3,CTZ
3439,F,3439F,3,1,climbing,0:00,0:00,,Rbp4-LMO3,CTZ
3439,F,3439F,3,1,gen sniff/poke,0:00,0:00,,Rbp4-LMO3,CTZ
3439,F,3439F,3,1,direct sniff,0:00,0:00,,Rbp4-LMO3,CTZ
3439,F,3439F,3,2,climbing,0:00,0:00,,Rbp4-LMO3,CTZ
3439,F,3439F,3,2,gen sniff/poke,0:00,0:00,,Rbp4-LMO3,CTZ
3439,F,3439F,3,2,direct sniff,0:00,0:00,,Rbp4-LMO3,CTZ
3439,F,3439F ,2,1,climbing,0:00,0:00,,Rbp4-LMO3,CTZ
3439,F,3439F ,2,1,gen sniff/poke,0:00,0:00,,Rbp4-LMO3,CTZ
3439,F,3439F ,2,1,direct sniff,0:00,0:00,,Rbp4-LMO3,CTZ
3439,F,3439F ,2,2,climbing,0:00,0:00,4,Rbp4-LMO3,CTZ
3439,F,3439F ,2,2,gen sniff/poke,0:00,0:00,4,Rbp4-LMO3,CTZ
3439,F,3439F ,3,2,climbing,0:00,0:00,4,Rbp4-LMO3,CTZ
3440,F,3440F,3,1,gen sniff/poke,0:00,0:00,4,Rbp4-LMO3,CTZ
3440,F,3440F,3,1,gen sniff/poke,0:00,0:00,4,Rbp4-LMO3,CTZ
3440,F,3440F,3,1,direct sniff,0:00,0:00,4,Rbp4-LMO3,CTZ
3440,F,3440F,3,1,direct sniff,0:00,0:00,4,Rbp4-LMO3,CTZ
3441,M,3441M,2,1,climbing,0:00,0:00,5,Rbp4-LMO3,CTZ 
3441,M,3441M,2,1,gen sniff/poke,0:00,0:00,5,Rbp4-LMO3,CTZ 
3441,M,3441M,2,2,climbing,0:00,0:00,5,Rbp4-LMO3,CTZ 
3441,M,3441M,2,2,gen sniff/poke,0:00,0:00,5,Rbp4-LMO3,CTZ 
3441,M,3441M,3,1,climbing,0:00,0:00,5,Rbp4-LMO3,CTZ 
3441,M,3441M,3,2,climbing,0:00,0:00,5,Rbp4-LMO3,CTZ 
3441,M,3441M,3,2,gen sniff/poke,0:00,0:00,5,Rbp4-LMO3,CTZ 
3442,M,3442M,2,1,climbing,0:00,0:00,5,wt-LMO3,CTZ
3442,M,3442M,2,2,climbing,0:00,0:00,5,wt-LMO3,CTZ
3442,M,3442M,3,1,climbing,0:00,0:00,5,wt-LMO3,CTZ
3442,M,3442M,3,1,gen sniff/poke,0:00,0:00,5,wt-LMO3,CTZ
3442,M,3442M,3,2,climbing,0:00,0:00,,wt-LMO3,CTZ
3442,M,3442M,3,2,gen sniff/poke,0:00,0:00,,wt-LMO3,CTZ
3442,M,3442M,3,2,direct sniff,0:00,0:00,,wt-LMO3,CTZ
3442,M,3442M ,2,1,climbing,0:00,0:00,,wt-LMO3,CTZ
3442,M,3442M ,2,1,gen sniff/poke,0:00,0:00,,wt-LMO3,CTZ
3442,M,3442M ,2,1,direct sniff,0:00,0:00,,wt-LMO3,CTZ
3442,M,3442M ,2,2,climbing,0:00,0:00,,wt-LMO3,CTZ
3442,M,3442M ,2,2,gen sniff/poke,0:00,0:00,,wt-LMO3,CTZ
3442,M,3442M ,2,2,direct sniff,0:00,0:00,,wt-LMO3,CTZ
3442,M,3442M ,3,1,climbing,0:00,0:00,,wt-LMO3,CTZ
3442,M,3442M ,3,1,gen sniff/poke,0:00,0:00,,wt-LMO3,CTZ
3442,M,3442M ,3,1,direct sniff,0:00,0:00,,wt-LMO3,CTZ
3442,M,3442M ,3,2,climbing,0:00,0:00,5,wt-LMO3,CTZ
3444,F,3444F,3,2,climbing,0:00,0:00,5,wt-LMO3,CTZ
3445,F,3445F,2,1,climbing,0:00,0:00,5,wt-LMO3,CTZ
3445,F,3445F,2,1,gen sniff/poke,0:00,0:00,5,wt-LMO3,CTZ
3445,F,3445F,2,2,climbing,0:00,0:00,,wt-LMO3,CTZ
3445,F,3445F,2,2,gen sniff/poke,0:00,0:00,,wt-LMO3,CTZ
3445,F,3445F,2,2,direct sniff,0:00,0:00,,wt-LMO3,CTZ
3445,F,3445F,3,1,gen sniff/poke,0:00,0:00,5,wt-LMO3,CTZ
3445,F,3445F ,2,1,climbing,0:00,0:00,,wt-LMO3,CTZ
3445,F,3445F ,2,1,gen sniff/poke,0:00,0:00,,wt-LMO3,CTZ
3445,F,3445F ,2,1,direct sniff,0:00,0:00,,wt-LMO3,CTZ
3445,F,3445F ,3,1,climbing,0:00,0:00,,wt-LMO3,CTZ
3445,F,3445F ,3,1,gen sniff/poke,0:00,0:00,,wt-LMO3,CTZ
3445,F,3445F ,3,1,direct sniff,0:00,0:00,,wt-LMO3,CTZ
3445,F,3445F ,3,2,climbing,0:00,0:00,,wt-LMO3,CTZ
3445,F,3445F ,3,2,gen sniff/poke,0:00,0:00,,wt-LMO3,CTZ
3445,F,3445F ,3,2,direct sniff,0:00,0:00,,wt-LMO3,CTZ
3514,M,3514M,2,1,climbing,0:00,0:00,6,wt-LMO3,CTZ
3514,M,3514M,2,2,climbing,0:00,0:00,,wt-LMO3,CTZ
3514,M,3514M,2,2,gen sniff/poke,0:00,0:00,,wt-LMO3,CTZ
3514,M,3514M,2,2,direct sniff,0:00,0:00,,wt-LMO3,CTZ
3514,M,3514M,3,1,climbing,0:00,0:00,,wt-LMO3,CTZ
3514,M,3514M,3,1,gen sniff/poke,0:00,0:00,,wt-LMO3,CTZ
3514,M,3514M,3,1,direct sniff,0:00,0:00,,wt-LMO3,CTZ
3514,M,3514M,3,2,climbing,0:00,0:00,,wt-LMO3,CTZ
3514,M,3514M,3,2,gen sniff/poke,0:00,0:00,,wt-LMO3,CTZ
3514,M,3514M,3,2,direct sniff,0:00,0:00,,wt-LMO3,CTZ
3514,M,3514M ,2,1,climbing,0:00,0:00,,wt-LMO3,CTZ
3514,M,3514M ,2,1,gen sniff/poke,0:00,0:00,,wt-LMO3,CTZ
3514,M,3514M ,2,1,direct sniff,0:00,0:00,,wt-LMO3,CTZ
3514,M,3514M ,2,2,climbing,0:00,0:00,6,wt-LMO3,CTZ
3514,M,3514M ,3,1,climbing,0:00,0:00,6,wt-LMO3,CTZ
3514,M,3514M ,3,2,gen sniff/poke,0:00,0:00,6,wt-LMO3,CTZ
3515,M,3515M,2,1,climbing,0:00,0:00,6,Rbp4-LMO3,CTZ
3515,M,3515M,2,1,direct sniff,0:00,0:00,6,Rbp4-LMO3,CTZ
3515,M,3515M,2,2,climbing,0:00,0:00,6,Rbp4-LMO3,CTZ
3515,M,3515M,2,2,gen sniff/poke,0:00,0:00,6,Rbp4-LMO3,CTZ
3515,M,3515M,3,1,climbing,0:00,0:00,6,Rbp4-LMO3,CTZ
3515,M,3515M,3,1,gen sniff/poke,0:00,0:00,6,Rbp4-LMO3,CTZ
3515,M,3515M,3,2,climbing,0:00,0:00,6,Rbp4-LMO3,CTZ
3515,M,3515M,3,2,direct sniff,0:00,0:00,6,Rbp4-LMO3,CTZ
3516,M,3516M,2,1,climbing,0:00,0:00,6,wt-LMO3,CTZ
3516,M,3516M,2,2,climbing,0:00,0:00,6,wt-LMO3,CTZ
3516,M,3516M,2,2,gen sniff/poke,0:00,0:00,6,wt-LMO3,CTZ
3516,M,3516M,3,1,climbing,0:00,0:00,6,wt-LMO3,CTZ
3516,M,3516M,3,1,gen sniff/poke,0:00,0:00,6,wt-LMO3,CTZ
3516,M,3516M,3,2,climbing,0:00,0:00,,wt-LMO3,CTZ
3516,M,3516M,3,2,gen sniff/poke,0:00,0:00,,wt-LMO3,CTZ
3516,M,3516M,3,2,direct sniff,0:00,0:00,,wt-LMO3,CTZ
3516,M,3516M ,2,1,climbing,0:00,0:00,,wt-LMO3,CTZ
3516,M,3516M ,2,1,gen sniff/poke,0:00,0:00,,wt-LMO3,CTZ
3516,M,3516M ,2,1,direct sniff,0:00,0:00,,wt-LMO3,CTZ
3516,M,3516M ,2,2,climbing,0:00,0:00,,wt-LMO3,CTZ
3516,M,3516M ,2,2,gen sniff/poke,0:00,0:00,,wt-LMO3,CTZ
3516,M,3516M ,2,2,direct sniff,0:00,0:00,,wt-LMO3,CTZ
3516,M,3516M ,3,1,climbing,0:00,0:00,,wt-LMO3,CTZ
3516,M,3516M ,3,1,gen sniff/poke,0:00,0:00,,wt-LMO3,CTZ
3516,M,3516M ,3,1,direct sniff,0:00,0:00,,wt-LMO3,CTZ
3516,M,3516M ,3,2,climbing,0:00,0:00,6,wt-LMO3,CTZ
3518,M,3518M,2,1,climbing,0:00,0:00,6,Rbp4-LMO3,CTZ
3518,M,3518M,2,2,climbing,0:00,0:00,6,Rbp4-LMO3,CTZ
3519,F,3519F,2,1,climbing,0:00,0:00,6,wt-LMO3,CTZ
3519,F,3519F,2,1,gen sniff/poke,0:00,0:00,6,wt-LMO3,CTZ
3519,F,3519F,2,2,climbing,0:00,0:00,6,wt-LMO3,CTZ
3519,F,3519F,2,2,gen sniff/poke,0:00,0:00,6,wt-LMO3,CTZ
3519,F,3519F,3,1,climbing,0:00,0:00,6,wt-LMO3,CTZ
3519,F,3519F,3,1,gen sniff/poke,0:00,0:00,6,wt-LMO3,CTZ
3519,F,3519F,3,2,climbing,0:00,0:00,6,wt-LMO3,CTZ
3520,F,3520F,2,1,climbing,0:00,0:00,6,Rbp4-LMO3,CTZ
3520,F,3520F,2,2,climbing,0:00,0:00,6,Rbp4-LMO3,CTZ
3520,F,3520F,2,2,gen sniff/poke,0:00,0:00,6,Rbp4-LMO3,CTZ
3520,F,3520F,3,1,climbing,0:00,0:00,6,Rbp4-LMO3,CTZ
3520,F,3520F,3,1,gen sniff/poke,0:00,0:00,6,Rbp4-LMO3,CTZ
3520,F,3520F,3,2,climbing,0:00,0:00,6,Rbp4-LMO3,CTZ
3521,F,3521F,2,1,gen sniff/poke,0:00,0:00,6,wt-LMO3,CTZ
3521,F,3521F,3,1,direct sniff,0:00,0:00,6,wt-LMO3,CTZ
3522,M,3522M ,3,1,gen sniff/poke,0:00,0:00,7,Rbp4-LMO3,CTZ
3522,M,3522M ,3,2,direct sniff,0:00,0:00,7,Rbp4-LMO3,CTZ
3523,M,3523M ,2,1,climbing,0:00,0:00,7,Rbp4-LMO3,CTZ
3523,M,3523M ,2,1,gen sniff/poke,0:00,0:00,7,Rbp4-LMO3,CTZ
3523,M,3523M ,2,2,climbing,0:00,0:00,7,Rbp4-LMO3,CTZ
3523,M,3523M ,2,2,gen sniff/poke,0:00,0:00,7,Rbp4-LMO3,CTZ
3523,M,3523M ,3,1,gen sniff/poke,0:00,0:00,7,Rbp4-LMO3,CTZ
3523,M,3523M ,3,1,direct sniff,0:00,0:00,7,Rbp4-LMO3,CTZ
3523,M,3523M ,3,2,gen sniff/poke,0:00,0:00,7,Rbp4-LMO3,CTZ
3524,F,3524F,3,1,gen sniff/poke,0:00,0:00,7,wt-LMO3,CTZ
3524,F,3524F,3,1,direct sniff,0:00,0:00,7,wt-LMO3,CTZ
3524,F,3524F,3,2,gen sniff/poke,0:00,0:00,7,wt-LMO3,CTZ
3525,F,3525F,2,2,direct sniff,0:00,0:00,7,Rbp4-LMO3,CTZ
3551,F,3551F,2,1,gen sniff/poke,0:00,0:00,7,Rbp4-LMO3,CTZ
3551,F,3551F,3,1,direct sniff,0:00,0:00,7,Rbp4-LMO3,CTZ
3551,F,3551F,3,2,gen sniff/poke,0:00,0:00,7,Rbp4-LMO3,CTZ
3552,F,3552F,3,1,gen sniff/poke,0:00,0:00,7,Rbp4-LMO3,CTZ
3552,F,3552F,3,2,gen sniff/poke,0:00,0:00,7,Rbp4-LMO3,CTZ
3554,M,3554M,2,2,gen sniff/poke,0:00,0:00,8,Rbp4-LMO3,CTZ
3554,M,3554M,3,1,direct sniff,0:00,0:00,8,Rbp4-LMO3,CTZ
3554,M,3554M,3,2,climbing,0:00,0:00,8,Rbp4-LMO3,CTZ
3554,M,3554M,3,2,gen sniff/poke,0:00,0:00,8,Rbp4-LMO3,CTZ
3555,M,3555M,2,1,gen sniff/poke,0:00,0:00,8,wt-LMO3,CTZ
3555,M,3555M,2,2,climbing,0:00,0:00,8,wt-LMO3,CTZ
3555,M,3555M,3,1,gen sniff/poke,0:00,0:00,8,wt-LMO3,CTZ
3555,M,3555M,3,1,direct sniff,0:00,0:00,8,wt-LMO3,CTZ
3555,M,3555M,3,2,gen sniff/poke,0:00,0:00,8,wt-LMO3,CTZ
3556,F,3556F,2,2,gen sniff/poke,0:00,0:00,8,wt-LMO3,CTZ
3556,F,3556F,3,1,gen sniff/poke,0:00,0:00,8,wt-LMO3,CTZ
3556,F,3556F,3,1,direct sniff,0:00,0:00,8,wt-LMO3,CTZ
3556,F,3556F,3,2,gen sniff/poke,0:00,0:00,8,wt-LMO3,CTZ
3556,F,3556F,3,2,direct sniff,0:00,0:00,8,wt-LMO3,CTZ
3557,F,3557F,2,1,gen sniff/poke,0:00,0:00,8,Rbp4-LMO3,CTZ
3557,F,3557F,2,2,direct sniff,0:00,0:00,8,Rbp4-LMO3,CTZ
3557,F,3557F,3,1,gen sniff/poke,0:00,0:00,8,Rbp4-LMO3,CTZ
3557,F,3557F,3,1,direct sniff,0:00,0:00,8,Rbp4-LMO3,CTZ
3557,F,3557F,3,2,gen sniff/poke,0:00,0:00,8,Rbp4-LMO3,CTZ
3557,F,3557F,3,2,direct sniff,0:00,0:00,8,Rbp4-LMO3,CTZ
3558,F,3558F,2,1,gen sniff/poke,0:00,0:00,8,wt-LMO3,CTZ
3558,F,3558F,3,1,gen sniff/poke,0:00,0:00,8,wt-LMO3,CTZ
3558,F,3558F,3,2,gen sniff/poke,0:00,0:00,8,wt-LMO3,CTZ
3558,F,3558F,3,2,direct sniff,0:00,0:00,8,wt-LMO3,CTZ
3559,F,3559F,2,1,gen sniff/poke,0:00,0:00,9,Rbp4-LMO3,CTZ 
3559,F,3559F,2,1,direct sniff,0:00,0:00,9,Rbp4-LMO3,CTZ 
3559,F,3559F,2,2,gen sniff/poke,0:00,0:00,9,Rbp4-LMO3,CTZ 
3559,F,3559F,3,1,gen sniff/poke,0:00,0:00,9,Rbp4-LMO3,CTZ 
3559,F,3559F,3,2,gen sniff/poke,0:00,0:00,9,Rbp4-LMO3,CTZ 
3560,F,3560F,2,1,climbing,0:00,0:00,9,wt-LMO3,CTZ 
3560,F,3560F,2,1,direct sniff,0:00,0:00,9,wt-LMO3,CTZ 
3560,F,3560F,2,2,climbing,0:00,0:00,,wt-LMO3,CTZ 
3560,F,3560F,2,2,gen sniff/poke,0:00,0:00,,wt-LMO3,CTZ 
3560,F,3560F,2,2,direct sniff,0:00,0:00,,wt-LMO3,CTZ 
3560,F,3560F,3,1,gen sniff/poke,0:00,0:00,9,wt-LMO3,CTZ 
3560,F,3560F,3,2,gen sniff/poke,0:00,0:00,9,wt-LMO3,CTZ 
3561,M,3561M,2,1,gen sniff/poke,0:00,0:00,9,Rbp4-LMO3,CTZ 
3561,M,3561M,3,2,direct sniff,0:00,0:00,9,Rbp4-LMO3,CTZ 
3564,F,3564F,2,2,direct sniff,0:00,0:00,9,Rbp4-LMO3,CTZ 
3564,F,3564F,3,1,gen sniff/poke,0:00,0:00,9,Rbp4-LMO3,CTZ 
3564,F,3564F,3,1,direct sniff,0:00,0:00,9,Rbp4-LMO3,CTZ 
3564,F,3564F,3,2,gen sniff/poke,0:00,0:00,9,Rbp4-LMO3,CTZ 
3564,F,3564F,3,2,direct sniff,0:00,0:00,9,Rbp4-LMO3,CTZ 
3562,F,3562F,2,1,climbing,0:00,0:00,,Rbp4-LMO3,CTZ
3562,F,3562F,2,1,gen sniff/poke,0:00,0:00,,Rbp4-LMO3,CTZ
3562,F,3562F,2,1,direct sniff,0:00,0:00,,Rbp4-LMO3,CTZ
3562,F,3562F,2,2,climbing,0:00,0:00,,Rbp4-LMO3,CTZ
3562,F,3562F,2,2,gen sniff/poke,0:00,0:00,,Rbp4-LMO3,CTZ
3562,F,3562F,2,2,direct sniff,0:00,0:00,,Rbp4-LMO3,CTZ
3562,F,3562F,3,1,gen sniff/poke,0:00,0:00,9,Rbp4-LMO3,CTZ
3563,F,3563F,2,2,gen sniff/poke,0:00,0:00,9,wt-LMO3,CTZ 
3563,F,3563F,3,1,gen sniff/poke,0:00,0:00,9,wt-LMO3,CTZ 
3563,F,3563F,3,2,gen sniff/poke,0:00,0:00,9,wt-LMO3,CTZ 
3565,F,3565F,2,1,gen sniff/poke,0:00,0:00,9,Rbp4-LMO3,CTZ
3565,F,3565F,3,1,gen sniff/poke,0:00,0:00,9,Rbp4-LMO3,CTZ
3565,F,3565F,3,2,gen sniff/poke,0:00,0:00,9,Rbp4-LMO3,CTZ
2806,F,2806F,2,1,gen sniff/poke,0:00,0:00,10,Rbp4-LMO3,CTZ 
2806,F,2806F,3,1,climbing,0:00,0:00,,Rbp4-LMO3,CTZ 
2806,F,2806F,3,1,gen sniff/poke,0:00,0:00,,Rbp4-LMO3,CTZ 
2806,F,2806F,3,1,direct sniff,0:00,0:00,,Rbp4-LMO3,CTZ 
2806,F,2806F,3,2,climbing,0:00,0:00,,Rbp4-LMO3,CTZ 
